età,genere,ore_studio,assenze,media_voti,comportamento,esito_finale
-1.4462480045926622,0,-1.5039253350682285,1.682479252344825,0.26608676738502746,3,1
-1.4462480045926622,1,-0.37936941889910514,-1.0162126152773987,-0.4385023288142333,3,1
1.0415639299130643,1,-0.07660436454587974,-1.0474113651921066,1.264254653667313,0,1
-0.45112323079037153,0,1.3939687565983587,-0.8914176156185677,-0.8495126349304688,0,1
1.0415639299130643,1,-0.9848995276055561,1.3080942533683317,-0.6733653608806531,0,1
1.5391263168142095,0,0.8749429491356863,0.6373211302021141,1.5578334437503383,3,1
1.0415639299130643,1,-1.1579081300931138,0.3877311308844518,0.26608676738502746,3,1
-1.4462480045926622,0,1.6534816603296947,-1.2034051147656455,0.26608676738502746,2,0
-0.9486856176915168,0,-1.2876645819587818,0.7621161298609453,1.3816861697005238,0,1
0.544001543011919,1,-0.2928651176553265,1.713678002259533,0.6770970735012625,0,1
1.5391263168142095,0,-1.5904296363120074,-0.06465074287881116,0.14865525135181726,2,0
1.5391263168142095,0,0.961447250379465,-0.43903574185530464,-1.3192386990633092,0,0
0.04643915611077375,1,1.6967338109515842,-0.3454394921111813,1.675264959783549,2,0
-0.9486856176915168,0,-1.5904296363120074,-0.06465074287881116,0.5596655574680528,3,1
-1.4462480045926622,0,1.6102295097078054,0.4345292557565135,0.03122373531860706,0,1
1.5391263168142095,1,-0.6821344732523308,0.7465167549035914,0.03122373531860706,3,1
-0.9486856176915168,0,-1.2876645819587818,-1.0474113651921066,-1.554101731129729,2,0
-0.45112323079037153,0,-0.07660436454587974,-0.5950294914288436,1.264254653667313,3,1
-1.4462480045926622,0,1.1777080034889118,-0.017852618006749477,0.7358128315178684,3,1
1.5391263168142095,1,0.35591714167301386,1.6044823775580557,-0.027492022697997786,0,1
-0.9486856176915168,0,0.9181950997575754,-1.2814019895524151,-1.0256599089802838,3,0
1.0415639299130643,1,-0.6821344732523308,0.3253336310550362,-0.2623550547644182,3,1
-0.45112323079037153,1,-0.7686387744961093,-1.3749982392965383,1.322970411683919,3,1
-0.45112323079037153,0,-0.5091258707647733,-0.11144886775087286,-1.495385973113124,0,0
-0.9486856176915168,1,0.9181950997575754,0.18493925643885117,0.5009497994514479,2,0
1.5391263168142095,1,1.1777080034889118,1.3392930032830395,-0.08620778071460264,0,1
-1.4462480045926622,0,0.44242144291679264,0.21613800635355895,0.853244347551078,2,0
-0.45112323079037153,0,1.1344558528670223,-0.7822219909170903,-0.2623550547644182,3,1
-0.45112323079037153,0,-1.547177485690118,-1.1566069898935838,0.4422340414348425,1,1
-1.4462480045926622,0,-1.4174210338244497,0.3877311308844518,-0.20363929674781284,3,1
-0.9486856176915168,0,1.7399859615734734,1.54208487772864,-1.2605229410467038,3,0
-0.45112323079037153,1,0.5289257441605715,-0.03345199296410337,0.6183813154846576,3,1
1.5391263168142095,1,0.009899936697899054,0.808914254733007,0.7358128315178684,1,1
0.544001543011919,0,0.7451864972700183,-1.577790113742139,1.5578334437503383,2,0
0.04643915611077375,0,0.05315208731978826,-0.4234363668979508,-1.4366702150965194,2,0
-0.9486856176915168,0,0.8749429491356863,-1.3282001144244768,-1.4366702150965194,2,0
1.0415639299130643,1,0.05315208731978826,1.3392930032830395,0.5009497994514479,3,1
0.04643915611077375,1,0.9181950997575754,1.0273055041359616,-0.2623550547644182,0,1
0.04643915611077375,1,1.1344558528670223,-0.5014332416847203,0.5596655574680528,0,1
-0.45112323079037153,0,-0.3361172682772157,-1.2502032396377072,-1.2605229410467038,3,0
-1.4462480045926622,0,0.44242144291679264,0.8713117545624226,0.9706758635842877,1,1
1.5391263168142095,0,-0.6821344732523308,0.949308629349192,-0.9669441509636785,3,1
0.544001543011919,1,-0.3361172682772157,1.1988986286668544,-1.3192386990633092,0,0
1.5391263168142095,0,-1.6336817869338964,-0.2830419922817657,1.1468231376341034,2,0
1.0415639299130643,0,1.5237252084640267,-0.20504511749499624,1.1468231376341034,0,1
1.0415639299130643,0,0.6154300454043502,-0.017852618006749477,1.264254653667313,0,1
